"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-10","Vancouver Island and Coast, British Columbia","2021S05005910","Payroll employees","Number","223","units","0","v1374464973","71.2","320515","A","","","0"
"2016-10","Vancouver Island and Coast, British Columbia","2021S05005910","Job vacancy rate","Percent","239","units","0","v1374464974","71.3","3.0","B","","","1"
"2016-10","Lower Mainland-Southwest, British Columbia","2021S05005920","Job vacancies","Number","223","units","0","v1374464975","72.1","53815","A","","","0"
"2016-10","Lower Mainland-Southwest, British Columbia","2021S05005920","Payroll employees","Number","223","units","0","v1374464976","72.2","1340355","A","","","0"
"2016-10","Lower Mainland-Southwest, British Columbia","2021S05005920","Job vacancy rate","Percent","239","units","0","v1374464977","72.3","3.9","A","","","1"
"2016-10","Thompson-Okanagan, British Columbia","2021S05005930","Job vacancies","Number","223","units","0","v1374464978","73.1","8470","B","","","0"
"2016-10","Thompson-Okanagan, British Columbia","2021S05005930","Payroll employees","Number","223","units","0","v1374464979","73.2","217435","A","","","0"
"2016-10","Thompson-Okanagan, British Columbia","2021S05005930","Job vacancy rate","Percent","239","units","0","v1374464980","73.3","3.7","B","","","1"
"2016-10","Kootenay, British Columbia","2021S05005940","Job vacancies","Number","223","units","0","v1374464981","74.1","1685","B","","","0"
"2016-10","Kootenay, British Columbia","2021S05005940","Payroll employees","Number","223","units","0","v1374464982","74.2","57985","A","","","0"
"2016-10","Kootenay, British Columbia","2021S05005940","Job vacancy rate","Percent","239","units","0","v1374464983","74.3","2.8","B","","","1"
"2016-10","Cariboo, British Columbia","2021S05005950","Job vacancies","Number","223","units","0","v1374464984","75.1","1710","B","","","0"
"2016-10","Cariboo, British Columbia","2021S05005950","Payroll employees","Number","223","units","0","v1374464985","75.2","68340","A","","","0"
"2016-10","Cariboo, British Columbia","2021S05005950","Job vacancy rate","Percent","239","units","0","v1374464986","75.3","2.4","B","","","1"
"2016-10","North Coast and Nechako, British Columbia","","Job vacancies","Number","223","units","0","v1374464987","76.1","1035","B","","","0"
"2016-10","North Coast and Nechako, British Columbia","","Payroll employees","Number","223","units","0","v1374464988","76.2","39130","A","","","0"
"2016-10","North Coast and Nechako, British Columbia","","Job vacancy rate","Percent","239","units","0","v1374464989","76.3","2.6","B","","","1"
"2016-10","Northeast, British Columbia","2021S05005980","Job vacancies","Number","223","units","0","v1374464990","77.1","985","B","","","0"
"2016-10","Northeast, British Columbia","2021S05005980","Payroll employees","Number","223","units","0","v1374464991","77.2","32480","A","","","0"
"2016-10","Northeast, British Columbia","2021S05005980","Job vacancy rate","Percent","239","units","0","v1374464992","77.3","2.9","B","","","1"
"2016-10","Yukon","2021A000260","Job vacancies","Number","223","units","0","v1374464993","78.1","680","C","","","0"
"2016-10","Yukon","2021A000260","Payroll employees","Number","223","units","0","v1374464994","78.2","16670","A","","","0"
"2016-10","Yukon","2021A000260","Job vacancy rate","Percent","239","units","0","v1374464995","78.3","3.9","C","","","1"
"2016-10","Yukon","2021S05006010","Job vacancies","Number","223","units","0","v1374464996","79.1","680","C","","","0"
"2016-10","Yukon","2021S05006010","Payroll employees","Number","223","units","0","v1374464997","79.2","16670","A","","","0"
"2016-10","Yukon","2021S05006010","Job vacancy rate","Percent","239","units","0","v1374464998","79.3","3.9","C","","","1"
"2016-10","Northwest Territories","2021A000261","Job vacancies","Number","223","units","0","v1374464999","80.1","600","C","","","0"
"2016-10","Northwest Territories","2021A000261","Payroll employees","Number","223","units","0","v1374465000","80.2","21775","A","","","0"
"2016-10","Northwest Territories","2021A000261","Job vacancy rate","Percent","239","units","0","v1374465001","80.3","2.7","C","","","1"
"2016-10","Northwest Territories","2021S05006110","Job vacancies","Number","223","units","0","v1374465002","81.1","600","C","","","0"
"2016-10","Northwest Territories","2021S05006110","Payroll employees","Number","223","units","0","v1374465003","81.2","21775","A","","","0"
"2016-10","Northwest Territories","2021S05006110","Job vacancy rate","Percent","239","units","0","v1374465004","81.3","2.7","C","","","1"
"2016-10","Nunavut","2021A000262","Job vacancies","Number","223","units","0","v1374465005","82.1","260","C","","","0"
"2016-10","Nunavut","2021A000262","Payroll employees","Number","223","units","0","v1374465006","82.2","10165","A","","","0"
"2016-10","Nunavut","2021A000262","Job vacancy rate","Percent","239","units","0","v1374465007","82.3","2.5","C","","","1"
"2016-10","Nunavut","2021S05006210","Job vacancies","Number","223","units","0","v1374465008","83.1","260","C","","","0"
"2016-10","Nunavut","2021S05006210","Payroll employees","Number","223","units","0","v1374465009","83.2","10165","A","","","0"
"2016-10","Nunavut","2021S05006210","Job vacancy rate","Percent","239","units","0","v1374465010","83.3","2.5","C","","","1"
"2017-01","Canada","2021A000011124","Job vacancies","Number","223","units","0","v1374464762","1.1","426660","A","","","0"
"2017-01","Canada","2021A000011124","Payroll employees","Number","223","units","0","v1374464763","1.2","15438360","A","","","0"
"2017-01","Canada","2021A000011124","Job vacancy rate","Percent","239","units","0","v1374464764","1.3","2.7","A","","","1"
"2017-01","Newfoundland and Labrador","2021A000210","Job vacancies","Number","223","units","0","v1374464765","2.1","3640","B","","","0"
"2017-01","Newfoundland and Labrador","2021A000210","Payroll employees","Number","223","units","0","v1374464766","2.2","204250","A","","","0"
"2017-01","Newfoundland and Labrador","2021A000210","Job vacancy rate","Percent","239","units","0","v1374464767","2.3","1.8","B","","","1"
"2017-01","Avalon Peninsula, Newfoundland and Labrador","2021S05001010","Job vacancies","Number","223","units","0","v1374464768","3.1","2180","B","","","0"
"2017-01","Avalon Peninsula, Newfoundland and Labrador","2021S05001010","Payroll employees","Number","223","units","0","v1374464769","3.2","129115","A","","","0"
"2017-01","Avalon Peninsula, Newfoundland and Labrador","2021S05001010","Job vacancy rate","Percent","239","units","0","v1374464770","3.3","1.7","B","","","1"
"2017-01","South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador","","Job vacancies","Number","223","units","0","v1374464771","4.1","700","D","","","0"
"2017-01","South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador","","Payroll employees","Number","223","units","0","v1374464772","4.2","33465","B","","","0"
"2017-01","South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador","","Job vacancy rate","Percent","239","units","0","v1374464773","4.3","2.1","C","","","1"
"2017-01","West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador","2021S05001030","Job vacancies","Number","223","units","0","v1374464774","5.1","760","C","","","0"
"2017-01","West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador","2021S05001030","Payroll employees","Number","223","units","0","v1374464775","5.2","41670","C","","","0"
"2017-01","West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador","2021S05001030","Job vacancy rate","Percent","239","units","0","v1374464776","5.3","1.8","D","","","1"
"2017-01","Prince Edward Island","2021A000211","Job vacancies","Number","223","units","0","v1374464777","6.1","1690","C","","","0"
"2017-01","Prince Edward Island","2021A000211","Payroll employees","Number","223","units","0","v1374464778","6.2","60185","A","","","0"
"2017-01","Prince Edward Island","2021A000211","Job vacancy rate","Percent","239","units","0","v1374464779","6.3","2.7","C","","","1"
"2017-01","Prince Edward Island","2021S05001110","Job vacancies","Number","223","units","0","v1374464780","7.1","1690","C","","","0"
"2017-01","Prince Edward Island","2021S05001110","Payroll employees","Number","223","units","0","v1374464781","7.2","60185","A","","","0"
"2017-01","Prince Edward Island","2021S05001110","Job vacancy rate","Percent","239","units","0","v1374464782","7.3","2.7","C","","","1"
"2017-01","Nova Scotia","2021A000212","Job vacancies","Number","223","units","0","v1374464783","8.1","8865","B","","","0"
"2017-01","Nova Scotia","2021A000212","Payroll employees","Number","223","units","0","v1374464784","8.2","383890","A","","","0"
"2017-01","Nova Scotia","2021A000212","Job vacancy rate","Percent","239","units","0","v1374464785","8.3","2.3","A","","","1"
"2017-01","Cape Breton, Nova Scotia","2021S05001210","Job vacancies","Number","223","units","0","v1374464786","9.1","695","C","","","0"
"2017-01","Cape Breton, Nova Scotia","2021S05001210","Payroll employees","Number","223","units","0","v1374464787","9.2","49245","B","","","0"
"2017-01","Cape Breton, Nova Scotia","2021S05001210","Job vacancy rate","Percent","239","units","0","v1374464788","9.3","1.4","C","","","1"
"2017-01","North Shore, Nova Scotia","2021S05001220","Job vacancies","Number","223","units","0","v1374464789","10.1","1215","B","","","0"
"2017-01","North Shore, Nova Scotia","2021S05001220","Payroll employees","Number","223","units","0","v1374464790","10.2","60475","A","","","0"
"2017-01","North Shore, Nova Scotia","2021S05001220","Job vacancy rate","Percent","239","units","0","v1374464791","10.3","2.0","B","","","1"
"2017-01","Annapolis Valley, Nova Scotia","2021S05001230","Job vacancies","Number","223","units","0","v1374464792","11.1","855","C","","","0"
"2017-01","Annapolis Valley, Nova Scotia","2021S05001230","Payroll employees","Number","223","units","0","v1374464793","11.2","37215","A","","","0"
"2017-01","Annapolis Valley, Nova Scotia","2021S05001230","Job vacancy rate","Percent","239","units","0","v1374464794","11.3","2.2","C","","","1"
"2017-01","Southern, Nova Scotia","2021S05001240","Job vacancies","Number","223","units","0","v1374464795","12.1","935","C","","","0"
"2017-01","Southern, Nova Scotia","2021S05001240","Payroll employees","Number","223","units","0","v1374464796","12.2","40660","A","","","0"
"2017-01","Southern, Nova Scotia","2021S05001240","Job vacancy rate","Percent","239","units","0","v1374464797","12.3","2.2","C","","","1"
"2017-01","Halifax, Nova Scotia","2021S05001250","Job vacancies","Number","223","units","0","v1374464798","13.1","5165","B","","","0"
"2017-01","Halifax, Nova Scotia","2021S05001250","Payroll employees","Number","223","units","0","v1374464799","13.2","196295","A","","","0"
"2017-01","Halifax, Nova Scotia","2021S05001250","Job vacancy rate","Percent","239","units","0","v1374464800","13.3","2.6","B","","","1"
"2017-01","New Brunswick","2021A000213","Job vacancies","Number","223","units","0","v1374464801","14.1","6985","A","","","0"
"2017-01","New Brunswick","2021A000213","Payroll employees","Number","223","units","0","v1374464802","14.2","292555","A","","","0"
"2017-01","New Brunswick","2021A000213","Job vacancy rate","Percent","239","units","0","v1374464803","14.3","2.3","A","","","1"
"2017-01","Campbellton-Miramichi, New Brunswick","2021S05001310","Job vacancies","Number","223","units","0","v1374464804","15.1","1095","C","","","0"
"2017-01","Campbellton-Miramichi, New Brunswick","2021S05001310","Payroll employees","Number","223","units","0","v1374464805","15.2","48110","B","","","0"
"2017-01","Campbellton-Miramichi, New Brunswick","2021S05001310","Job vacancy rate","Percent","239","units","0","v1374464806","15.3","2.2","B","","","1"
"2017-01","Moncton-Richibucto, New Brunswick","2021S05001320","Job vacancies","Number","223","units","0","v1374464807","16.1","2620","B","","","0"
"2017-01","Moncton-Richibucto, New Brunswick","2021S05001320","Payroll employees","Number","223","units","0","v1374464808","16.2","95845","A","","","0"
"2017-01","Moncton-Richibucto, New Brunswick","2021S05001320","Job vacancy rate","Percent","239","units","0","v1374464809","16.3","2.7","B","","","1"
"2017-01","Saint John-St. Stephen, New Brunswick","2021S05001330","Job vacancies","Number","223","units","0","v1374464810","17.1","1680","C","","","0"
"2017-01","Saint John-St. Stephen, New Brunswick","2021S05001330","Payroll employees","Number","223","units","0","v1374464811","17.2","68970","B","","","0"
"2017-01","Saint John-St. Stephen, New Brunswick","2021S05001330","Job vacancy rate","Percent","239","units","0","v1374464812","17.3","2.4","B","","","1"
"2017-01","Fredericton-Oromocto, New Brunswick","2021S05001340","Job vacancies","Number","223","units","0","v1374464813","18.1","995","B","","","0"
"2017-01","Fredericton-Oromocto, New Brunswick","2021S05001340","Payroll employees","Number","223","units","0","v1374464814","18.2","52580","A","","","0"
"2017-01","Fredericton-Oromocto, New Brunswick","2021S05001340","Job vacancy rate","Percent","239","units","0","v1374464815","18.3","1.9","B","","","1"
"2017-01","Edmundston-Woodstock, New Brunswick","2021S05001350","Job vacancies","Number","223","units","0","v1374464816","19.1","595","C","","","0"
"2017-01","Edmundston-Woodstock, New Brunswick","2021S05001350","Payroll employees","Number","223","units","0","v1374464817","19.2","27045","A","","","0"
"2017-01","Edmundston-Woodstock, New Brunswick","2021S05001350","Job vacancy rate","Percent","239","units","0","v1374464818","19.3","2.2","B","","","1"
"2017-01","Quebec","2021A000224","Job vacancies","Number","223","units","0","v1374464819","20.1","76335","A","","","0"
"2017-01","Quebec","2021A000224","Payroll employees","Number","223","units","0","v1374464820","20.2","3417130","A","","","0"
"2017-01","Quebec","2021A000224","Job vacancy rate","Percent","239","units","0","v1374464821","20.3","2.2","A","","","1"
"2017-01","Gaspésie-Îles-de-la-Madeleine, Quebec","2021S05002410","Job vacancies","Number","223","units","0","v1374464822","21.1","475","C","","","0"
"2017-01","Gaspésie-Îles-de-la-Madeleine, Quebec","2021S05002410","Payroll employees","Number","223","units","0","v1374464823","21.2","28460","A","","","0"
"2017-01","Gaspésie-Îles-de-la-Madeleine, Quebec","2021S05002410","Job vacancy rate","Percent","239","units","0","v1374464824","21.3","1.6","C","","","1"
"2017-01","Bas-Saint-Laurent, Quebec","2021S05002415","Job vacancies","Number","223","units","0","v1374464825","22.1","1545","C","","","0"
"2017-01","Bas-Saint-Laurent, Quebec","2021S05002415","Payroll employees","Number","223","units","0","v1374464826","22.2","80925","A","","","0"
"2017-01","Bas-Saint-Laurent, Quebec","2021S05002415","Job vacancy rate","Percent","239","units","0","v1374464827","22.3","1.9","C","","","1"
"2017-01","Capitale-Nationale, Quebec","2021S05002420","Job vacancies","Number","223","units","0","v1374464828","23.1","7910","B","","","0"
"2017-01","Capitale-Nationale, Quebec","2021S05002420","Payroll employees","Number","223","units","0","v1374464829","23.2","337275","A","","","0"
"2017-01","Capitale-Nationale, Quebec","2021S05002420","Job vacancy rate","Percent","239","units","0","v1374464830","23.3","2.3","B","","","1"
"2017-01","Chaudière-Appalaches, Quebec","2021S05002425","Job vacancies","Number","223","units","0","v1374464831","24.1","3890","B","","","0"
"2017-01","Chaudière-Appalaches, Quebec","2021S05002425","Payroll employees","Number","223","units","0","v1374464832","24.2","174635","A","","","0"
"2017-01","Chaudière-Appalaches, Quebec","2021S05002425","Job vacancy rate","Percent","239","units","0","v1374464833","24.3","2.2","B","","","1"
"2017-01","Estrie, Quebec","2021S05002430","Job vacancies","Number","223","units","0","v1374464834","25.1","2590","B","","","0"
"2017-01","Estrie, Quebec","2021S05002430","Payroll employees","Number","223","units","0","v1374464835","25.2","128095","A","","","0"
"2017-01","Estrie, Quebec","2021S05002430","Job vacancy rate","Percent","239","units","0","v1374464836","25.3","2.0","B","","","1"
"2017-01","Centre-du-Québec, Quebec","2021S05002433","Job vacancies","Number","223","units","0","v1374464837","26.1","2665","D","","","0"
"2017-01","Centre-du-Québec, Quebec","2021S05002433","Payroll employees","Number","223","units","0","v1374464838","26.2","105035","A","","","0"
"2017-01","Centre-du-Québec, Quebec","2021S05002433","Job vacancy rate","Percent","239","units","0","v1374464839","26.3","2.5","D","","","1"
"2017-01","Montérégie, Quebec","2021S05002435","Job vacancies","Number","223","units","0","v1374464840","27.1","11090","B","","","0"
"2017-01","Montérégie, Quebec","2021S05002435","Payroll employees","Number","223","units","0","v1374464841","27.2","507125","A","","","0"
"2017-01","Montérégie, Quebec","2021S05002435","Job vacancy rate","Percent","239","units","0","v1374464842","27.3","2.1","B","","","1"
"2017-01","Montréal, Quebec","2021S05002440","Job vacancies","Number","223","units","0","v1374464843","28.1","25740","A","","","0"
"2017-01","Montréal, Quebec","2021S05002440","Payroll employees","Number","223","units","0","v1374464844","28.2","1159120","A","","","0"
"2017-01","Montréal, Quebec","2021S05002440","Job vacancy rate","Percent","239","units","0","v1374464845","28.3","2.2","A","","","1"
"2017-01","Laval, Quebec","2021S05002445","Job vacancies","Number","223","units","0","v1374464846","29.1","2965","D","","","0"
"2017-01","Laval, Quebec","2021S05002445","Payroll employees","Number","223","units","0","v1374464847","29.2","145845","A","","","0"
"2017-01","Laval, Quebec","2021S05002445","Job vacancy rate","Percent","239","units","0","v1374464848","29.3","2.0","C","","","1"
"2017-01","Lanaudière, Quebec","2021S05002450","Job vacancies","Number","223","units","0","v1374464849","30.1","3420","B","","","0"
"2017-01","Lanaudière, Quebec","2021S05002450","Payroll employees","Number","223","units","0","v1374464850","30.2","147975","A","","","0"
"2017-01","Lanaudière, Quebec","2021S05002450","Job vacancy rate","Percent","239","units","0","v1374464851","30.3","2.3","B","","","1"
"2017-01","Laurentides, Quebec","2021S05002455","Job vacancies","Number","223","units","0","v1374464852","31.1","4715","C","","","0"
"2017-01","Laurentides, Quebec","2021S05002455","Payroll employees","Number","223","units","0","v1374464853","31.2","176755","A","","","0"
"2017-01","Laurentides, Quebec","2021S05002455","Job vacancy rate","Percent","239","units","0","v1374464854","31.3","2.6","C","","","1"
"2017-01","Outaouais, Quebec","2021S05002460","Job vacancies","Number","223","units","0","v1374464855","32.1","3595","E","","","0"
"2017-01","Outaouais, Quebec","2021S05002460","Payroll employees","Number","223","units","0","v1374464856","32.2","97905","B","","","0"
"2017-01","Outaouais, Quebec","2021S05002460","Job vacancy rate","Percent","239","units","0","v1374464857","32.3","3.5","D","","","1"
"2017-01","Abitibi-Témiscamingue, Quebec","2021S05002465","Job vacancies","Number","223","units","0","v1374464858","33.1","1445","B","","","0"
"2017-01","Abitibi-Témiscamingue, Quebec","2021S05002465","Payroll employees","Number","223","units","0","v1374464859","33.2","68665","A","","","0"
"2017-01","Abitibi-Témiscamingue, Quebec","2021S05002465","Job vacancy rate","Percent","239","units","0","v1374464860","33.3","2.1","B","","","1"
"2017-01","Mauricie, Quebec","2021S05002470","Job vacancies","Number","223","units","0","v1374464861","34.1","1620","C","","","0"
"2017-01","Mauricie, Quebec","2021S05002470","Payroll employees","Number","223","units","0","v1374464862","34.2","93660","A","","","0"
"2017-01","Mauricie, Quebec","2021S05002470","Job vacancy rate","Percent","239","units","0","v1374464863","34.3","1.7","C","","","1"
"2017-01","Saguenay-Lac-Saint-Jean, Quebec","2021S05002475","Job vacancies","Number","223","units","0","v1374464864","35.1","1670","C","","","0"
"2017-01","Saguenay-Lac-Saint-Jean, Quebec","2021S05002475","Payroll employees","Number","223","units","0","v1374464865","35.2","107025","A","","","0"
"2017-01","Saguenay-Lac-Saint-Jean, Quebec","2021S05002475","Job vacancy rate","Percent","239","units","0","v1374464866","35.3","1.5","C","","","1"
"2017-01","Côte-Nord and Nord-du-Québec, Quebec","","Job vacancies","Number","223","units","0","v1374464867","36.1","990","B","","","0"
"2017-01","Côte-Nord and Nord-du-Québec, Quebec","","Payroll employees","Number","223","units","0","v1374464868","36.2","58630","B","","","0"
"2017-01","Côte-Nord and Nord-du-Québec, Quebec","","Job vacancy rate","Percent","239","units","0","v1374464869","36.3","1.7","B","","","1"
"2017-01","Ontario","2021A000235","Job vacancies","Number","223","units","0","v1374464870","37.1","185825","A","","","0"
"2017-01","Ontario","2021A000235","Payroll employees","Number","223","units","0","v1374464871","37.2","5998460","A","","","0"
"2017-01","Ontario","2021A000235","Job vacancy rate","Percent","239","units","0","v1374464872","37.3","3.0","A","","","1"
"2017-01","Ottawa, Ontario","2021S05003510","Job vacancies","Number","223","units","0","v1374464873","38.1","13045","A","","","0"
"2017-01","Ottawa, Ontario","2021S05003510","Payroll employees","Number","223","units","0","v1374464874","38.2","512225","A","","","0"
"2017-01","Ottawa, Ontario","2021S05003510","Job vacancy rate","Percent","239","units","0","v1374464875","38.3","2.5","A","","","1"
"2017-01","Kingston-Pembroke, Ontario","2021S05003515","Job vacancies","Number","223","units","0","v1374464876","39.1","3535","B","","","0"
"2017-01","Kingston-Pembroke, Ontario","2021S05003515","Payroll employees","Number","223","units","0","v1374464877","39.2","158335","A","","","0"
"2017-01","Kingston-Pembroke, Ontario","2021S05003515","Job vacancy rate","Percent","239","units","0","v1374464878","39.3","2.2","B","","","1"
"2017-01","Muskoka-Kawarthas, Ontario","2021S05003520","Job vacancies","Number","223","units","0","v1374464879","40.1","5830","D","","","0"
"2017-01","Muskoka-Kawarthas, Ontario","2021S05003520","Payroll employees","Number","223","units","0","v1374464880","40.2","128030","A","","","0"
"2017-01","Muskoka-Kawarthas, Ontario","2021S05003520","Job vacancy rate","Percent","239","units","0","v1374464881","40.3","4.4","D","","","1"
"2017-01","Toronto, Ontario","2021S05003530","Job vacancies","Number","223","units","0","v1374464882","41.1","100860","A","","","0"
"2017-01","Toronto, Ontario","2021S05003530","Payroll employees","Number","223","units","0","v1374464883","41.2","3090825","A","","","0"
"2017-01","Toronto, Ontario","2021S05003530","Job vacancy rate","Percent","239","units","0","v1374464884","41.3","3.2","A","","","1"
"2017-01","Kitchener-Waterloo-Barrie, Ontario","2021S05003540","Job vacancies","Number","223","units","0","v1374464885","42.1","17040","A","","","0"
"2017-01","Kitchener-Waterloo-Barrie, Ontario","2021S05003540","Payroll employees","Number","223","units","0","v1374464886","42.2","552970","A","","","0"
"2017-01","Kitchener-Waterloo-Barrie, Ontario","2021S05003540","Job vacancy rate","Percent","239","units","0","v1374464887","42.3","3.0","A","","","1"
"2017-01","Hamilton-Niagara Peninsula, Ontario","2021S05003550","Job vacancies","Number","223","units","0","v1374464888","43.1","18605","B","","","0"
"2017-01","Hamilton-Niagara Peninsula, Ontario","2021S05003550","Payroll employees","Number","223","units","0","v1374464889","43.2","576730","A","","","0"
"2017-01","Hamilton-Niagara Peninsula, Ontario","2021S05003550","Job vacancy rate","Percent","239","units","0","v1374464890","43.3","3.1","B","","","1"
"2017-01","London, Ontario","2021S05003560","Job vacancies","Number","223","units","0","v1374464891","44.1","6770","B","","","0"
"2017-01","London, Ontario","2021S05003560","Payroll employees","Number","223","units","0","v1374464892","44.2","269890","A","","","0"
"2017-01","London, Ontario","2021S05003560","Job vacancy rate","Percent","239","units","0","v1374464893","44.3","2.4","B","","","1"
"2017-01","Windsor-Sarnia, Ontario","2021S05003570","Job vacancies","Number","223","units","0","v1374464894","45.1","8275","B","","","0"
"2017-01","Windsor-Sarnia, Ontario","2021S05003570","Payroll employees","Number","223","units","0","v1374464895","45.2","264045","A","","","0"
"2017-01","Windsor-Sarnia, Ontario","2021S05003570","Job vacancy rate","Percent","239","units","0","v1374464896","45.3","3.0","B","","","1"
"2017-01","Stratford-Bruce Peninsula, Ontario","2021S05003580","Job vacancies","Number","223","units","0","v1374464897","46.1","3455","B","","","0"
"2017-01","Stratford-Bruce Peninsula, Ontario","2021S05003580","Payroll employees","Number","223","units","0","v1374464898","46.2","119915","A","","","0"
"2017-01","Stratford-Bruce Peninsula, Ontario","2021S05003580","Job vacancy rate","Percent","239","units","0","v1374464899","46.3","2.8","B","","","1"
"2017-01","Northeast, Ontario","2021S05003590","Job vacancies","Number","223","units","0","v1374464900","47.1","5825","B","","","0"
"2017-01","Northeast, Ontario","2021S05003590","Payroll employees","Number","223","units","0","v1374464901","47.2","221990","A","","","0"
"2017-01","Northeast, Ontario","2021S05003590","Job vacancy rate","Percent","239","units","0","v1374464902","47.3","2.6","B","","","1"
"2017-01","Northwest, Ontario","2021S05003595","Job vacancies","Number","223","units","0","v1374464903","48.1","2585","B","","","0"
"2017-01","Northwest, Ontario","2021S05003595","Payroll employees","Number","223","units","0","v1374464904","48.2","103500","A","","","0"
"2017-01","Northwest, Ontario","2021S05003595","Job vacancy rate","Percent","239","units","0","v1374464905","48.3","2.4","B","","","1"
"2017-01","Manitoba","2021A000246","Job vacancies","Number","223","units","0","v1374464906","49.1","11920","A","","","0"
"2017-01","Manitoba","2021A000246","Payroll employees","Number","223","units","0","v1374464907","49.2","576365","A","","","0"
"2017-01","Manitoba","2021A000246","Job vacancy rate","Percent","239","units","0","v1374464908","49.3","2.0","A","","","1"
"2017-01","Southeast, Manitoba","2021S05004610","Job vacancies","Number","223","units","0","v1374464909","50.1","1065","D","","","0"
"2017-01","Southeast, Manitoba","2021S05004610","Payroll employees","Number","223","units","0","v1374464910","50.2","38975","A","","","0"
"2017-01","Southeast, Manitoba","2021S05004610","Job vacancy rate","Percent","239","units","0","v1374464911","50.3","2.7","D","","","1"
"2017-01","South Central and North Central, Manitoba","","Job vacancies","Number","223","units","0","v1374464912","51.1","815","C","","","0"
"2017-01","South Central and North Central, Manitoba","","Payroll employees","Number","223","units","0","v1374464913","51.2","39240","A","","","0"
"2017-01","South Central and North Central, Manitoba","","Job vacancy rate","Percent","239","units","0","v1374464914","51.3","2.0","C","","","1"
"2017-01","Southwest, Manitoba","2021S05004630","Job vacancies","Number","223","units","0","v1374464915","52.1","980","C","","","0"
"2017-01","Southwest, Manitoba","2021S05004630","Payroll employees","Number","223","units","0","v1374464916","52.2","48390","A","","","0"
"2017-01","Southwest, Manitoba","2021S05004630","Job vacancy rate","Percent","239","units","0","v1374464917","52.3","2.0","C","","","1"
"2017-01","Winnipeg, Manitoba","2021S05004650","Job vacancies","Number","223","units","0","v1374464918","53.1","7505","B","","","0"
"2017-01","Winnipeg, Manitoba","2021S05004650","Payroll employees","Number","223","units","0","v1374464919","53.2","383820","A","","","0"
"2017-01","Winnipeg, Manitoba","2021S05004650","Job vacancy rate","Percent","239","units","0","v1374464920","53.3","1.9","B","","","1"
"2017-01","Interlake, Manitoba","2021S05004660","Job vacancies","Number","223","units","0","v1374464921","54.1","590","C","","","0"
"2017-01","Interlake, Manitoba","2021S05004660","Payroll employees","Number","223","units","0","v1374464922","54.2","29500","B","","","0"
"2017-01","Interlake, Manitoba","2021S05004660","Job vacancy rate","Percent","239","units","0","v1374464923","54.3","2.0","B","","","1"
"2017-01","Parklands and North, Manitoba","","Job vacancies","Number","223","units","0","v1374464924","55.1","965","C","","","0"
"2017-01","Parklands and North, Manitoba","","Payroll employees","Number","223","units","0","v1374464925","55.2","36435","B","","","0"
"2017-01","Parklands and North, Manitoba","","Job vacancy rate","Percent","239","units","0","v1374464926","55.3","2.6","B","","","1"
"2017-01","Saskatchewan","2021A000247","Job vacancies","Number","223","units","0","v1374464927","56.1","9205","A","","","0"
"2017-01","Saskatchewan","2021A000247","Payroll employees","Number","223","units","0","v1374464928","56.2","454970","A","","","0"
"2017-01","Saskatchewan","2021A000247","Job vacancy rate","Percent","239","units","0","v1374464929","56.3","2.0","A","","","1"
"2017-01","Regina-Moose Mountain, Saskatchewan","2021S05004710","Job vacancies","Number","223","units","0","v1374464930","57.1","3230","B","","","0"
"2017-01","Regina-Moose Mountain, Saskatchewan","2021S05004710","Payroll employees","Number","223","units","0","v1374464931","57.2","147685","A","","","0"
"2017-01","Regina-Moose Mountain, Saskatchewan","2021S05004710","Job vacancy rate","Percent","239","units","0","v1374464932","57.3","2.1","B","","","1"
"2017-01","Swift Current-Moose Jaw, Saskatchewan","2021S05004720","Job vacancies","Number","223","units","0","v1374464933","58.1","785","C","","","0"
"2017-01","Swift Current-Moose Jaw, Saskatchewan","2021S05004720","Payroll employees","Number","223","units","0","v1374464934","58.2","36305","A","","","0"
"2017-01","Swift Current-Moose Jaw, Saskatchewan","2021S05004720","Job vacancy rate","Percent","239","units","0","v1374464935","58.3","2.1","C","","","1"
"2017-01","Saskatoon-Biggar, Saskatchewan","2021S05004730","Job vacancies","Number","223","units","0","v1374464936","59.1","2945","B","","","0"
"2017-01","Saskatoon-Biggar, Saskatchewan","2021S05004730","Payroll employees","Number","223","units","0","v1374464937","59.2","165350","A","","","0"
"2017-01","Saskatoon-Biggar, Saskatchewan","2021S05004730","Job vacancy rate","Percent","239","units","0","v1374464938","59.3","1.7","B","","","1"
"2017-01","Yorkton-Melville, Saskatchewan","2021S05004740","Job vacancies","Number","223","units","0","v1374464939","60.1","660","C","","","0"
"2017-01","Yorkton-Melville, Saskatchewan","2021S05004740","Payroll employees","Number","223","units","0","v1374464940","60.2","30065","A","","","0"
